player_name,position,minutes_played,dpr,dpr_breakdown__defensive_impact,dpr_breakdown__build_up_quality,dpr_breakdown__positioning_score,dpr_breakdown__physical_play,status,team,number,key_stats_p90__shots_p90,key_stats_p90__shots_on_target_p90,key_stats_p90__goals_p90,key_stats_p90__passes_p90,key_stats_p90__successful_passes_p90,key_stats_p90__unsuccessful_passes_p90,key_stats_p90__key_passes_p90,key_stats_p90__assists_p90,key_stats_p90__avg_pass_distance_p90,key_stats_p90__progressive_passes_p90,key_stats_p90__duels_p90,key_stats_p90__duels_won_p90,key_stats_p90__tackles_p90,key_stats_p90__successful_tackles_p90,key_stats_p90__tackle_success_rate_pct_p90,key_stats_p90__interceptions_p90,key_stats_p90__clearances_p90,key_stats_p90__recoveries_p90,key_stats_p90__blocked_shots_p90,key_stats_p90__dribbles_p90,key_stats_p90__successful_dribbles_p90,key_stats_p90__dribble_success_rate_pct_p90,key_stats_p90__shot_accuracy_pct_p90,key_stats_p90__goal_conversion_pct_p90,key_stats_p90__passing_accuracy_pct_p90,key_stats_p90__key_pass_rate_pct_p90,key_stats_p90__duel_success_rate_pct_p90,raw_stats__possession__your_possession_time_seconds,raw_stats__possession__possession_pct,raw_stats__distribution__passes,raw_stats__distribution__successful_passes,raw_stats__distribution__unsuccessful_passes,raw_stats__distribution__passing_accuracy_pct,raw_stats__distribution__key_passes,raw_stats__distribution__key_pass_rate_pct,raw_stats__distribution__assists,raw_stats__distribution__avg_pass_distance,raw_stats__distribution__progressive_passes,raw_stats__attack__shots,raw_stats__attack__shots_on_target,raw_stats__attack__goals,raw_stats__attack__shot_accuracy_pct,raw_stats__attack__goal_conversion_pct,raw_stats__dribbles__dribbles,raw_stats__dribbles__successful_dribbles,raw_stats__dribbles__dribble_success_rate_pct,raw_stats__defense__duels,raw_stats__defense__duels_won,raw_stats__defense__duel_success_rate_pct,raw_stats__defense__tackles,raw_stats__defense__successful_tackles,raw_stats__defense__tackle_success_rate_pct,raw_stats__defense__interceptions,raw_stats__defense__clearances,raw_stats__defense__recoveries,raw_stats__defense__blocked_shots,raw_stats__discipline__fouls_conceded,raw_stats__discipline__yellow_cards,raw_stats__discipline__red_cards,shots_p90,shots_on_target_p90,goals_p90,passes_p90,successful_passes_p90,unsuccessful_passes_p90,key_passes_p90,assists_p90,avg_pass_distance_p90,progressive_passes_p90,duels_p90,duels_won_p90,tackles_p90,successful_tackles_p90,tackle_success_rate_pct_p90,interceptions_p90,clearances_p90,recoveries_p90,blocked_shots_p90,dribbles_p90,successful_dribbles_p90,dribble_success_rate_pct_p90,shot_accuracy_pct_p90,goal_conversion_pct_p90,passing_accuracy_pct_p90,key_pass_rate_pct_p90,duel_success_rate_pct_p90,dpr_breakdown__game_control,dpr_breakdown__transition_play,dpr_breakdown__defensive_contribution,dpr_breakdown__creativity,dpr_breakdown__work_rate,dpr_breakdown__finishing_quality,dpr_breakdown__offensive_contribution,dpr_breakdown__link_up_play,dpr_breakdown__movement_threat,dpr_breakdown__shot_stopping,dpr_breakdown__distribution_quality,dpr_breakdown__command_area,dpr_breakdown__ball_playing,dpr_breakdown__consistency,raw_stats__goalkeeper__shots_faced,raw_stats__goalkeeper__saves,raw_stats__goalkeeper__goals_conceded,raw_stats__goalkeeper__save_pct,raw_stats__goalkeeper__shots_on_target_against,raw_stats__goalkeeper__goals_against,saves_p90,goals_conceded_p90,shots_faced_p90,shots_on_target_against_p90,goals_against_p90,save_pct_p90,saves_per90,goals_against_per90,shots_on_target_against_per90,save_pct,match_number,match_id,added_at,position_history,position_changed,shots_raw,shots_on_target_raw,goals_raw,passes_raw,successful_passes_raw,unsuccessful_passes_raw,passing_accuracy_pct_raw,key_passes_raw,assists_raw,avg_pass_distance_raw,progressive_passes_raw,duels_raw,duels_won_raw,tackles_raw,successful_tackles_raw,interceptions_raw,clearances_raw,recoveries_raw,blocked_shots_raw,dribbles_raw,successful_dribbles_raw,dribble_success_rate_pct_raw,note
"Digal, Diegocarl",RB,539.78,25.63,45.2,49.41,46.01,41.73,starter,Eastview Rangers,44,0.0,0.0,0.0,0.0,45.38,75.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.84,57.25,0.0,0.0,0.0,0.0,0.0,71.63,41.5,53.34,53.41,47.54,30.06,41.19,5294,16.35,270,170,100,62.96,1,0.37,0,18.82,14,5,1,0,20.0,0.0,5,5,100.0,33,8,24.24,8,6,75.0,1,7,1,0,1,1,0,0.834,0.167,0.0,45.018,28.34,16.67,0.167,0.0,3.138,2.334,5.502,1.334,1.334,1.0,12.51,0.167,1.167,0.167,0.0,0.834,0.83,16.67,3.33,50.68,10.5,0.06,4.04,73.49,47.58,29.18,30.57,51.3,59.03,56.95,75.18,66.48,47.89,69.54,55.55,39.34,34.73,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,30.72,4,5,3,67.38,1,Match_285,2025-05-08T12:33:54.520076+00:00,[],0,5,1,0,270,170,100,66.67,1,0,2.51,3,33,8,8,6,1,7,1,0,5,5,63.18,
"Abellana, Marco",RW,914.92,42.19,79.8,53.02,41.11,47.22,starter,Highland Wanderers,68,0.0,0.0,0.0,0.0,79.97,66.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.85,66.4,0.0,0.0,0.0,0.0,0.0,50.56,56.62,69.02,56.78,39.02,77.24,69.44,12446,22.67,428,203,225,47.43,11,2.57,1,5.18,12,37,21,2,56.76,5.41,13,8,61.54,9,6,66.67,13,6,46.15,6,18,2,1,1,2,0,3.64,2.066,0.197,42.102,19.97,22.13,1.082,0.098,0.51,1.18,0.885,0.59,1.279,0.59,4.54,0.59,1.771,0.197,0.098,1.279,0.79,6.05,5.58,0.53,4.67,0.25,6.56,38.4,33.83,63.28,38.93,64.57,77.05,61.41,31.49,64.32,36.59,55.38,65.61,55.81,78.83,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,42.94,1,4,1,82.73,12,Match_228,2025-04-08T17:42:41.520076+00:00,[],0,37,21,2,428,203,225,51.34,11,1,3.67,1,9,6,13,6,6,18,2,1,13,8,35.47,
"Mapula, Paul Joshua",CDM,642.62,53.43,23.61,77.61,25.95,65.76,substitute,Riverside FC,40,0.0,0.0,0.0,0.0,63.66,61.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.15,39.25,0.0,0.0,0.0,0.0,0.0,38.08,40.5,35.16,43.62,31.82,49.11,47.51,8627,22.37,456,456,0,100.0,10,2.19,0,9.14,23,10,4,1,40.0,10.0,6,3,50.0,5,1,20.0,13,5,38.46,0,3,4,1,1,2,0,1.401,0.56,0.14,63.864,63.86,52.45,1.401,0.0,1.28,3.221,0.7,0.14,1.821,0.7,5.39,0.0,0.42,0.56,0.14,0.84,0.42,7.0,5.6,1.4,14.01,0.31,2.8,57.53,35.88,24.87,34.39,53.12,29.39,44.51,61.36,48.19,21.96,37.29,36.96,71.58,24.27,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,36.74,2,1,5,69.99,13,Match_291,2025-10-07T08:51:52.521077+00:00,[],0,10,4,1,456,456,0,62.81,10,0,2.52,2,5,1,13,5,0,3,4,1,6,3,51.56,
"Apostol, Carlo",LW,1042.13,50.95,46.53,36.69,79.82,46.15,substitute,University of Santo Tomas,61,0.0,0.0,0.0,0.0,64.05,75.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.09,58.51,0.0,0.0,0.0,0.0,0.0,60.26,33.24,32.15,34.83,65.91,49.61,47.77,15241,24.37,139,127,12,91.37,3,2.16,0,25.45,1,16,7,1,43.75,6.25,24,20,83.33,31,21,67.74,18,2,11.11,4,17,5,1,2,1,0,1.382,0.605,0.086,12.004,10.97,1.04,0.259,0.0,2.198,0.086,2.677,1.814,1.555,0.17,0.96,0.345,1.468,0.432,0.086,2.073,1.73,7.2,3.78,0.54,7.89,0.19,5.85,68.85,78.14,48.2,44.5,39.26,26.28,29.65,44.7,49.73,59.76,44.03,65.63,22.2,25.28,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,46.01,4,4,4,21.29,19,Match_280,2025-10-22T05:44:14.521077+00:00,[],0,16,7,1,139,127,12,78.73,3,0,1.34,1,31,21,18,2,4,17,5,1,24,20,22.27,
"Alonzo, Kaye",RWB,700.49,47.84,28.68,31.44,55.96,64.78,substitute,Coastal Town,32,0.0,0.0,0.0,0.0,68.15,50.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,59.27,0.0,0.0,0.0,0.0,0.0,63.84,43.8,33.45,69.65,66.67,62.65,42.51,13340,31.74,410,286,124,69.76,7,1.71,0,26.61,22,8,2,0,25.0,0.0,8,2,25.0,0,0,33.99,9,5,55.56,3,16,5,3,2,1,0,1.028,0.257,0.0,52.677,36.75,15.93,0.899,0.0,3.419,2.827,0.0,0.0,1.156,0.64,7.14,0.385,2.056,0.642,0.385,1.028,0.26,3.21,3.21,53.5,8.96,0.22,4.37,28.19,24.19,66.36,71.26,40.39,67.26,36.03,20.15,63.56,70.25,54.8,59.6,71.92,46.79,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,58.16,3,4,2,31.8,18,Match_223,2025-09-13T10:38:36.522070+00:00,[],0,8,2,0,410,286,124,56.06,7,0,0.47,3,0,0,9,5,3,16,5,3,8,2,31.09,
"Santos, Miguel",CF,876.54,59.64,58.99,71.11,71.14,71.56,DNP,2 Worlds FC,80,0.0,0.0,0.0,0.0,74.8,42.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54,79.44,0.0,0.0,0.0,0.0,0.0,59.49,40.88,44.27,71.61,64.67,40.39,57.42,16248,30.89,471,187,284,39.7,1,0.21,0,13.75,11,35,1,1,2.86,2.86,8,2,25.0,19,19,100.0,19,14,73.68,8,14,12,1,2,1,0,3.594,0.103,0.103,48.361,19.2,29.16,0.103,0.0,1.412,1.129,1.951,1.951,1.951,1.44,7.57,0.821,1.437,1.232,0.103,0.821,0.21,2.57,0.29,0.29,4.08,0.02,10.27,42.8,39.0,63.12,65.56,72.34,22.15,24.11,57.87,75.26,79.85,64.81,46.04,25.91,58.02,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,56.0,3,2,2,41.59,10,Match_196,2025-08-24T12:31:39.523071+00:00,[],0,35,1,1,471,187,284,37.97,1,0,1.21,4,19,19,19,14,8,14,12,1,8,2,76.54,
"Nemenzo, Sirach Ethan",CM,1092.03,39.76,78.68,59.49,36.47,53.96,starter,Lyceum,90,0.0,0.0,0.0,0.0,45.91,54.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,32.49,0.0,0.0,0.0,0.0,0.0,37.06,60.24,45.47,56.06,44.67,73.55,69.93,5009,7.64,874,67,807,7.67,3,0.34,0,20.8,5,10,1,0,10.0,0.0,12,7,58.33,14,12,85.71,27,26,96.3,2,15,18,0,2,2,0,0.824,0.082,0.0,72.031,5.52,66.51,0.247,0.0,1.714,0.412,1.154,0.989,2.225,2.14,7.94,0.165,1.236,1.483,0.0,0.989,0.58,4.81,0.82,64.83,0.63,0.03,7.06,61.15,64.68,22.94,56.38,49.8,74.25,37.17,67.93,56.42,41.14,58.2,57.25,60.67,63.26,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45.25,5,4,4,47.09,7,Match_244,2025-04-05T20:32:33.523071+00:00,[],0,10,1,0,874,67,807,73.34,3,0,4.66,4,14,12,27,26,2,15,18,0,12,7,44.6,
"Perez, Bel",CF,1004.95,25.7,52.19,47.29,60.37,60.34,starter,De La Salle University,51,0.0,0.0,0.0,0.0,54.47,74.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.37,70.43,0.0,0.0,0.0,0.0,0.0,30.25,67.47,38.25,72.65,54.46,39.94,55.81,10857,18.01,285,285,0,100.0,4,1.4,0,16.81,21,46,23,0,50.0,0.0,2,2,100.0,29,23,79.31,5,3,60.0,8,10,13,2,1,1,0,4.12,2.06,0.0,25.524,25.52,50.77,0.358,0.0,1.505,1.881,2.597,2.06,0.448,0.27,5.37,0.716,0.896,1.164,0.179,0.179,0.18,8.96,4.48,48.55,8.96,0.13,7.1,55.07,69.35,76.42,26.5,34.03,21.5,73.05,53.68,74.92,33.28,23.79,69.43,74.56,38.13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,62.63,4,2,3,66.89,17,Match_291,2025-07-20T20:15:51.524072+00:00,[],0,46,23,0,285,285,0,34.05,4,0,3.58,3,29,23,5,3,8,10,13,2,2,2,26.95,
"Pormento, Edzon",LW,857.43,64.35,32.31,69.79,53.25,55.18,substitute,National University,17,0.0,0.0,0.0,0.0,37.92,72.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.05,50.9,0.0,0.0,0.0,0.0,0.0,51.4,72.87,77.1,30.04,37.23,58.87,47.04,3686,7.16,305,65,240,21.31,7,2.3,1,7.3,9,27,12,2,44.44,7.41,11,2,18.18,7,2,28.57,10,10,100.0,4,17,4,2,3,1,0,2.834,1.26,0.21,32.014,6.82,25.19,0.735,0.105,0.766,0.945,0.735,0.21,1.05,1.05,10.5,0.42,1.784,0.42,0.21,1.155,0.21,1.91,4.66,0.78,2.24,0.24,3.0,68.78,33.98,66.46,67.32,55.76,36.64,79.04,79.25,52.41,67.91,26.6,71.99,27.91,41.49,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,49.45,4,2,4,27.54,4,Match_278,2025-07-17T23:40:52.524072+00:00,[],0,27,12,2,305,65,240,57.24,7,1,3.55,1,7,2,10,10,4,17,4,2,11,2,25.15,
"Santos, Aris",CAM,842.33,50.28,45.81,67.59,26.86,59.28,starter,Lyceum,59,0.0,0.0,0.0,0.0,74.23,52.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.55,60.6,0.0,0.0,0.0,0.0,0.0,73.08,60.49,48.03,57.06,68.59,72.15,72.15,8673,17.16,241,174,67,72.2,6,2.49,2,23.36,8,12,9,0,75.0,0.0,12,6,50.0,26,13,50.0,12,9,75.0,5,18,9,2,3,1,0,1.282,0.962,0.0,25.75,18.59,7.16,0.641,0.214,2.496,0.855,2.778,1.389,1.282,0.96,8.01,0.534,1.923,0.962,0.214,1.282,0.64,5.34,8.01,48.14,7.71,0.27,5.34,72.66,53.08,71.93,45.8,73.29,44.83,69.65,43.92,63.78,38.75,38.75,35.29,77.22,61.21,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,68.67,4,3,6,69.46,2,Match_273,2025-08-11T17:13:59.525071+00:00,[],0,12,9,0,241,174,67,30.47,6,2,0.37,0,26,13,12,9,5,18,9,2,12,6,21.24,
"Garces, Josh",RW,1033.49,55.45,59.47,61.61,21.74,36.4,substitute,Highland Wanderers,4,0.0,0.0,0.0,0.0,54.13,79.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.01,66.72,0.0,0.0,0.0,0.0,0.0,49.28,79.09,33.38,38.95,47.49,37.62,41.26,7783,12.55,321,321,0,100.0,4,1.25,0,26.97,20,51,18,2,35.29,3.92,12,7,58.33,35,20,57.14,11,2,18.18,4,21,20,2,2,3,0,4.441,1.568,0.174,27.954,27.95,75.01,0.348,0.0,2.349,1.742,3.048,1.742,0.958,0.17,1.58,0.348,1.829,1.742,0.174,1.045,0.61,5.08,3.07,0.34,8.71,0.11,4.98,65.74,75.29,41.06,30.88,28.6,59.44,24.18,64.46,78.31,25.51,51.83,42.57,47.22,29.44,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,37.94,6,5,4,29.27,10,Match_220,2025-03-15T09:16:05.526070+00:00,[],0,51,18,2,321,321,0,32.79,4,0,3.85,4,35,20,11,2,4,21,20,2,12,7,39.21,
"Valdez, Alysa",ST,756.2,51.63,33.81,53.52,60.08,41.25,starter,Far Eastern University,49,0.0,0.0,0.0,0.0,39.73,36.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,49.25,0.0,0.0,0.0,0.0,0.0,42.03,40.47,52.25,70.72,60.09,64.92,33.33,10763,23.72,53,24,29,45.28,2,3.77,0,6.75,1,26,18,1,69.23,3.85,16,4,25.0,7,7,100.0,2,2,100.0,2,15,8,1,2,1,0,3.094,2.142,0.119,6.308,2.86,3.45,0.238,0.0,0.803,0.119,0.833,0.833,0.238,0.24,11.9,0.238,1.785,0.952,0.119,1.904,0.48,2.98,8.24,0.46,5.39,0.45,11.9,43.82,64.52,46.17,47.59,24.67,38.78,45.76,44.27,58.41,37.37,44.3,77.97,30.31,76.86,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,61.2,1,4,4,85.28,15,Match_219,2025-07-24T03:59:19.526070+00:00,[],0,26,18,1,53,24,29,87.38,2,0,0.47,4,7,7,2,2,2,15,8,1,16,4,51.75,
"Ladines, Marvin",CF,801.2,57.15,79.19,39.39,78.26,38.97,starter,Westwood Athletic,73,0.0,0.0,0.0,0.0,45.97,33.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.24,68.4,0.0,0.0,0.0,0.0,0.0,78.67,59.98,76.86,71.96,36.86,52.14,66.42,10294,21.41,167,0,167,0.0,1,0.6,0,23.21,15,29,6,0,20.69,0.0,0,0,79.3,27,27,100.0,15,10,66.67,2,8,9,1,1,1,0,3.258,0.674,0.0,18.759,38.1,18.76,0.112,0.0,2.607,1.685,3.033,3.033,1.685,1.12,7.49,0.225,0.899,1.011,0.112,0.0,57.03,8.91,2.32,50.16,76.13,0.07,11.23,46.39,48.14,57.88,67.78,55.49,41.12,24.45,47.7,22.26,42.12,37.22,58.68,78.64,25.42,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,45.62,3,4,1,84.64,6,Match_122,2024-12-07T20:18:18.527070+00:00,[],0,29,6,0,167,0,167,34.71,1,0,4.16,2,27,27,15,10,2,8,9,1,0,0,24.03,
"Unabia, Mark",ST,734.63,68.66,40.0,54.96,28.49,40.99,substitute,Brookside United,78,0.0,0.0,0.0,0.0,43.26,37.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.33,59.8,0.0,0.0,0.0,0.0,0.0,42.99,70.6,71.75,79.48,61.99,42.72,38.86,7784,17.66,181,80,101,44.2,4,2.21,0,8.69,9,48,12,4,25.0,8.33,17,10,58.82,0,0,36.62,12,5,41.67,2,14,9,0,0,1,0,5.881,1.47,0.49,22.174,9.8,12.37,0.49,0.0,1.065,1.103,0.0,0.0,1.47,0.61,5.11,0.245,1.715,1.103,0.0,2.083,1.23,7.21,3.06,1.02,5.41,0.27,4.49,78.06,61.91,43.52,55.7,76.28,38.57,42.6,67.5,68.79,60.21,69.74,64.33,61.12,51.58,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,38.52,3,3,1,44.02,18,Match_305,2025-01-04T16:13:15.527070+00:00,[],0,48,12,4,181,80,101,57.93,4,0,4.71,1,0,0,12,5,2,14,9,0,17,10,53.73,
"Andrada, Vince",CF,606.82,70.2,31.64,60.7,54.23,46.44,starter,Summit Peak FC,61,0.0,0.0,0.0,0.0,68.5,56.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.08,36.22,0.0,0.0,0.0,0.0,0.0,68.12,51.21,61.32,64.0,59.6,58.06,59.62,3683,10.12,281,241,40,85.77,7,2.49,2,17.35,12,13,3,1,23.08,7.69,7,5,71.43,13,13,100.0,14,9,64.29,4,12,0,0,1,0,0,1.928,0.445,0.148,41.676,35.74,5.93,1.038,0.297,2.573,1.78,1.928,1.928,2.076,1.33,9.54,0.593,1.78,0.0,0.0,1.038,0.74,10.59,3.42,1.14,12.72,0.37,14.83,66.17,66.69,50.17,45.12,29.72,31.98,56.28,72.38,23.13,48.84,42.27,76.06,62.68,50.95,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,31.27,5,3,2,20.33,8,Match_74,2025-12-01T20:40:07.528082+00:00,[],0,13,3,1,281,241,40,45.43,7,2,2.86,1,13,13,14,9,4,12,0,0,7,5,84.67,
"Amador, Roniel",RW,966.65,36.88,27.31,34.31,58.34,57.37,starter,University of the Philippines,37,0.0,0.0,0.0,0.0,55.04,57.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.77,51.61,0.0,0.0,0.0,0.0,0.0,70.34,76.69,68.59,39.79,34.52,56.59,36.29,19800,34.14,47,3,44,6.38,1,2.13,0,17.2,4,31,14,2,45.16,6.45,17,10,58.82,34,30,88.24,14,5,35.71,6,5,2,1,2,1,0,2.886,1.303,0.186,4.376,0.28,4.1,0.093,0.0,1.601,0.372,3.166,2.793,1.303,0.47,3.32,0.559,0.466,0.186,0.093,1.583,0.93,5.48,4.2,0.6,0.59,0.2,8.22,23.77,70.2,49.99,52.16,57.92,54.5,63.11,37.48,20.09,41.17,54.24,31.24,60.09,51.41,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59.48,3,2,0,71.11,10,Match_28,2025-03-22T14:35:59.528082+00:00,[],0,31,14,2,47,3,44,76.81,1,0,2.11,3,34,30,14,5,6,5,2,1,17,10,85.1,
"Bacaycay, Kurt",GK,1033.03,44.91,68.92,48.4,22.2,58.81,starter,Lyceum,66,0.0,0.0,0.0,0.0,73.74,42.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.42,30.16,0.0,0.0,0.0,0.0,0.0,44.28,78.66,64.9,42.7,66.99,40.34,74.33,2496,4.03,0,0,0,63.78,0,2.15,0,29.87,0,15,7,2,46.67,13.33,7,5,71.43,14,6,42.86,12,2,16.67,2,6,2,2,3,0,0,1.307,0.61,0.174,0.0,61.47,48.62,0.0,0.0,2.602,0.0,1.22,0.523,1.045,0.17,1.45,0.174,0.523,0.174,0.174,0.61,0.44,6.22,4.07,1.16,6.15,0.19,3.73,37.17,71.73,22.87,59.34,36.39,67.96,46.22,44.0,46.38,77.39,40.34,31.21,61.52,42.04,46,11,35,23.91,46,35,0.958,3.049,4.008,4.008,3.049,2.08,5,4,1,35.42,16,Match_19,2025-07-26T13:36:40.529070+00:00,[],0,15,7,2,0,0,0,21.02,0,0,1.41,3,14,6,12,2,2,6,2,2,7,5,79.39,
"Salingay, Sam",CB,931.63,55.25,60.74,76.93,42.32,65.79,starter,Northbridge FC,5,0.0,0.0,0.0,0.0,53.32,58.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.64,37.97,0.0,0.0,0.0,0.0,0.0,68.19,33.81,71.86,49.97,65.23,40.16,49.39,16501,29.52,749,749,0,100.0,9,1.2,1,26.17,4,19,9,1,47.37,5.26,8,1,12.5,56,31,55.36,9,2,22.22,5,18,11,2,3,1,0,1.835,0.869,0.097,72.357,72.36,65.06,0.869,0.097,2.528,0.386,5.41,2.995,0.869,0.19,2.15,0.483,1.739,1.063,0.193,0.773,0.1,1.21,4.58,0.51,9.66,0.12,5.35,54.44,51.77,43.88,58.97,34.98,26.81,64.14,49.94,43.22,53.7,35.71,35.62,46.78,79.78,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,67.74,3,3,3,24.36,10,Match_142,2025-06-23T05:45:09.530070+00:00,[],0,19,9,1,749,749,0,25.4,9,1,4.01,4,56,31,9,2,5,18,11,2,8,1,27.18,
"Garces, Josh",CB,1130.74,45.54,44.57,54.49,27.52,39.02,substitute,Coastal Town,68,0.0,0.0,0.0,0.0,72.9,42.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.2,56.36,0.0,0.0,0.0,0.0,0.0,53.45,44.03,32.46,62.73,45.59,65.18,39.81,14250,21.0,622,622,0,100.0,13,2.09,5,17.49,24,17,14,2,82.35,11.76,7,2,28.57,19,7,36.84,3,1,33.33,6,14,17,1,3,2,0,1.353,1.114,0.159,49.507,49.51,73.13,1.035,0.398,1.392,1.91,1.512,0.557,0.239,0.08,2.65,0.478,1.114,1.353,0.08,0.557,0.16,2.27,6.55,0.94,7.96,0.17,2.93,24.45,47.95,51.04,27.7,69.74,53.08,55.27,66.07,27.74,50.17,72.09,69.88,51.09,38.25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,44.15,1,3,5,27.41,4,Match_47,2025-05-16T13:03:51.530070+00:00,[],0,17,14,2,622,622,0,89.87,13,5,4.15,6,19,7,3,1,6,14,17,1,7,2,25.07,
"Tabay, Albin",CM,858.1,45.3,47.21,61.32,29.48,44.94,starter,Summit Peak FC,88,0.0,0.0,0.0,0.0,35.25,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.66,61.99,0.0,0.0,0.0,0.0,0.0,58.87,47.86,47.58,66.49,39.28,67.26,78.5,8396,16.31,573,573,0,100.0,6,1.05,0,25.15,39,18,4,2,22.22,11.11,7,3,42.86,25,8,32.0,14,6,42.86,3,22,10,1,2,2,0,1.888,0.42,0.21,60.098,60.1,52.7,0.629,0.0,2.638,4.09,2.622,0.839,1.468,0.63,4.5,0.315,2.307,1.049,0.105,0.734,0.31,4.5,2.33,1.17,10.49,0.11,3.36,47.87,40.41,28.62,71.69,39.16,79.28,40.72,43.92,65.64,50.9,26.37,34.5,27.35,46.98,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,55.74,6,1,3,62.62,8,Match_328,2024-12-08T19:06:13.531072+00:00,[],0,18,4,2,573,573,0,42.56,6,0,0.1,2,25,8,14,6,3,22,10,1,7,3,23.83,
"Encaya, Pius",RW,1046.11,39.43,43.18,47.02,52.99,69.52,starter,City United,71,0.0,0.0,0.0,0.0,46.21,69.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.69,34.34,0.0,0.0,0.0,0.0,0.0,70.77,63.22,43.5,77.36,52.06,79.13,54.66,12741,20.3,486,486,0,100.0,17,3.5,4,12.28,38,12,6,0,50.0,0.0,7,1,14.29,22,10,45.45,14,5,35.71,5,30,3,1,1,1,0,1.032,0.516,0.0,41.812,41.81,54.56,1.463,0.344,1.056,3.269,1.893,0.86,1.204,0.43,3.07,0.43,2.581,0.258,0.086,0.602,0.09,1.23,4.3,35.44,8.6,0.3,3.91,57.39,56.66,27.72,25.8,42.39,79.21,53.47,41.94,28.66,56.15,44.08,22.42,22.33,62.82,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,59.38,2,5,1,65.27,18,Match_109,2025-10-29T03:06:56.531072+00:00,[],0,12,6,0,486,486,0,81.99,17,4,3.39,2,22,10,14,5,5,30,3,1,7,1,47.51,
"Nemenzo, Sirach Ethan",LB,980.37,53.63,62.03,31.45,46.46,45.13,substitute,National University,5,0.0,0.0,0.0,0.0,63.83,57.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.82,73.46,0.0,0.0,0.0,0.0,0.0,72.05,48.13,41.42,55.0,35.3,46.04,34.38,16771,28.51,202,31,171,15.35,3,1.49,0,26.56,5,1,0,0,0.0,0.0,11,4,36.36,88,54,61.36,11,1,9.09,4,0,4,1,3,1,0,0.092,0.0,0.0,18.544,2.85,15.7,0.275,0.0,2.438,0.459,8.079,4.957,1.01,0.09,0.83,0.367,0.0,0.367,0.092,1.01,0.37,3.34,61.64,55.65,1.41,0.14,5.63,44.78,32.23,50.11,56.69,48.3,70.9,63.64,62.35,51.12,53.65,79.89,48.7,42.61,77.4,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,57.69,2,2,3,54.84,19,Match_119,2025-08-08T03:10:21.532085+00:00,[],0,1,0,0,202,31,171,36.49,3,0,1.73,4,88,54,11,1,4,0,4,1,11,4,66.12,
